ID,GENDER,HISPANIC,ETHNIC,ETHNIC2,AGE_20161231,AGECAT7,SPELLAGE,INYEAR,SPELL,START,STOP,SPELLONE,TYPE,PLACE1,PLACE2,PLACE2_DATE,LASTPLACE,LEVELCHG,NPLACES,MOVES,DISCH,RUNS,REENTER,DURAT,DURMO,DURCAT,RECAT,EXIT,IM,IY,IYMO,OM,OY,OYMO
2109,F,N,MU,OT,14,6,13,2016,1,29/04/2016,01/01/2017,1,FC,PSG,PFC,13/06/2016,PFC,1,2,1,0,0,0,247,8.098360656,4,0,ZTC,4,2016,201604,1,2017,201701
2110,M,N,BL,BL,3,2,2,2016,1,29/04/2016,06/07/2016,1,KC,PKC,PKC,10/06/2016,PKC,0,2,1,1,0,0,68,2.229508197,2,3,XRF,4,2016,201604,7,2016,201607
2111,M,N,OT,OT,2,1,1,2015,2,29/04/2016,01/01/2017,0,KC,PKC, , ,PKC,0,1,0,0,0,0,247,8.098360656,4,0,ZTC,4,2016,201604,1,2017,201701
2112,M,N,WH,WH,1,1,0,2016,1,29/04/2016,01/01/2017,1,KC,PSF,PKC,02/05/2016,PKC,1,3,2,0,0,0,247,8.098360656,4,0,ZTC,4,2016,201604,1,2017,201701
2113,F,N,BL,BL,0,1,0,2016,1,29/04/2016,06/07/2016,1,KC,PKC,PKC,10/06/2016,PKC,0,2,1,1,0,0,68,2.229508197,2,3,XRF,4,2016,201604,7,2016,201607
2114,F,N,WH,WH,7,4,6,2016,1,02/05/2016,28/06/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,57,1.868852459,2,4,XRL,5,2016,201605,6,2016,201606
2115,M,U,BL,BL,18,7,17,2014,4,02/05/2016,11/11/2016,0,FC,PFC,PUK,23/10/2016,PIL,1,3,2,1,0,0,193,6.327868853,4,2,XRM,5,2016,201605,11,2016,201611
2116,F,N,WH,WH,17,7,17,2016,1,03/05/2016,25/08/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,114,3.737704918,3,3,XRF,5,2016,201605,8,2016,201608
2117,M,N,WH,WH,15,6,15,2015,2,03/05/2016,20/07/2016,0,SG,PKC,PSG,01/06/2016,PSG,1,2,1,1,0,1,78,2.557377049,2,3,XRF,5,2016,201605,7,2016,201607
2118,M,U,UK,OT,12,5,11,2016,1,03/05/2016,08/06/2016,1,FC,PFC, , ,PFC,0,1,0,1,0,0,36,1.180327869,2,4,XRF,5,2016,201605,6,2016,201606
2119,M,U,UK,OT,3,3,3,2016,1,03/05/2016,08/06/2016,1,FC,PFC, , ,PFC,0,1,0,1,0,0,36,1.180327869,2,4,XRF,5,2016,201605,6,2016,201606
2120,M,N,WH,WH,11,5,11,2016,1,04/05/2016,01/01/2017,1,FC,PKC,PFC,10/06/2016,PFC,1,2,1,0,0,0,242,7.93442623,4,0,ZTC,5,2016,201605,1,2017,201701
2121,M,N,WH,WH,16,6,15,2014,2,04/05/2016,07/12/2016,0,RC,PSG,PRC,08/06/2016,PRC,1,2,1,1,0,0,217,7.114754098,4,1,XRF,5,2016,201605,12,2016,201612
2122,F,U,WH,WH,9,4,8,2016,1,04/05/2016,01/01/2017,1,FC,PKC,PFC,10/06/2016,PFC,1,2,1,0,0,0,242,7.93442623,4,0,ZTC,5,2016,201605,1,2017,201701
2123,F,N,BL,BL,14,6,13,2014,2,04/05/2016,17/06/2016,0,FC,PFC, , ,PFC,0,1,0,1,0,1,44,1.442622951,2,1,XRF,5,2016,201605,6,2016,201606
2124,F,N,BL,BL,16,7,16,2016,1,05/05/2016,22/07/2016,1,UK,PUK, , ,PUK,0,1,0,1,0,1,78,2.557377049,2,3,XRF,5,2016,201605,7,2016,201607
2125,F,N,MU,OT,10,5,9,2016,1,05/05/2016,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,241,7.901639344,4,0,ZTC,5,2016,201605,1,2017,201701
2126,M,N,MU,OT,7,4,7,2016,1,05/05/2016,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,241,7.901639344,4,0,ZTC,5,2016,201605,1,2017,201701
2127,F,N,WH,WH,0,1,0,2016,1,05/05/2016,06/07/2016,1,KC,PSF,PKC,27/05/2016,PKC,1,2,1,1,0,0,62,2.032786885,2,3,XRF,5,2016,201605,7,2016,201607
2128,F,N,WH,WH,11,5,11,2016,1,06/05/2016,26/09/2016,1,FC,PKC,PFC,09/05/2016,PFC,1,2,1,1,0,0,143,4.68852459,3,3,XRF,5,2016,201605,9,2016,201609
2129,F,N,UK,OT,3,2,2,2016,1,06/05/2016,02/09/2016,1,KC,PSF,PKC,03/06/2016,PKC,1,3,2,1,0,0,119,3.901639344,3,3,XRF,5,2016,201605,9,2016,201609
2130,F,U,UK,OT,0,1,0,2016,1,06/05/2016,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,240,7.868852459,4,0,ZTC,5,2016,201605,1,2017,201701
2131,M,N,BL,BL,0,1,0,2016,1,06/05/2016,02/09/2016,1,KC,PSF,PKC,03/06/2016,PKC,1,3,2,1,0,0,119,3.901639344,3,3,XRF,5,2016,201605,9,2016,201609
2132,M,U,BL,BL,1,2,1,2016,1,09/05/2016,16/06/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,38,1.245901639,2,4,XRF,5,2016,201605,6,2016,201606
2133,M,U,BL,BL,0,1,0,2016,1,09/05/2016,16/06/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,38,1.245901639,2,4,XRF,5,2016,201605,6,2016,201606
2134,F,Y,WH,WH,0,1,0,2016,1,10/05/2016,01/01/2017,1,FC,PFC, , ,PFC,0,1,0,0,0,0,236,7.737704918,4,0,ZTC,5,2016,201605,1,2017,201701
2135,M,N,BL,BL,17,7,16,2016,1,11/05/2016,19/10/2016,1,UK,PKC,PUK,23/07/2016,PUK,1,2,1,1,0,0,161,5.278688525,3,2,XUK,5,2016,201605,10,2016,201610
2136,F,N,WH,WH,13,5,12,2015,2,11/05/2016,01/01/2017,0,UK,PUK, , ,PUK,0,1,0,0,0,0,235,7.704918033,4,0,ZTC,5,2016,201605,1,2017,201701
2137,F,N,WH,WH,7,3,6,2014,2,11/05/2016,17/10/2016,0,KC,PSF,PKC,28/06/2016,PKC,1,3,2,1,0,0,159,5.213114754,3,2,XRF,5,2016,201605,10,2016,201610
2138,F,N,WH,WH,11,5,10,2015,2,11/05/2016,01/01/2017,0,FC,PFC, , ,PFC,0,1,0,0,0,0,235,7.704918033,4,0,ZTC,5,2016,201605,1,2017,201701
2139,M,N,WH,WH,5,3,5,2014,2,11/05/2016,17/10/2016,0,KC,PSF,PKC,28/06/2016,PKC,1,3,2,1,0,0,159,5.213114754,3,2,XRF,5,2016,201605,10,2016,201610
2140,M,N,WH,WH,2,1,1,2014,2,11/05/2016,17/10/2016,0,KC,PSF,PKC,10/06/2016,PKC,1,3,2,1,0,0,159,5.213114754,3,2,XRF,5,2016,201605,10,2016,201610
2141,F,N,BL,BL,0,1,0,2016,1,11/05/2016,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,235,7.704918033,4,0,ZTC,5,2016,201605,1,2017,201701
2142,F,N,WH,WH,0,1,0,2016,1,11/05/2016,17/10/2016,1,KC,PSF,PKC,10/06/2016,PKC,1,3,2,1,0,0,159,5.213114754,3,2,XRF,5,2016,201605,10,2016,201610
2143,M,N,WH,WH,0,1,0,2016,1,11/05/2016,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,235,7.704918033,4,0,ZTC,5,2016,201605,1,2017,201701
2144,M,N,WH,WH,4,3,4,2016,1,11/05/2016,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,235,7.704918033,4,0,ZTC,5,2016,201605,1,2017,201701
2145,M,N,BL,BL,0,1,0,2016,1,11/05/2016,01/01/2017,1,KC,PKC,PKC,22/09/2016,PKC,0,3,2,0,0,0,235,7.704918033,4,0,ZTC,5,2016,201605,1,2017,201701
2146,F,Y,OT,OT,15,7,15,2016,1,11/05/2016,13/05/2016,1,SG,PSG, , ,PSG,0,1,0,1,0,0,2,0.065573771,1,4,XRF,5,2016,201605,5,2016,201605
2147,M,N,UK,OT,14,6,13,2016,1,12/05/2016,23/08/2016,1,FC,PFC,PFC,01/07/2016,PFC,0,2,1,1,0,0,103,3.37704918,3,3,XRF,5,2016,201605,8,2016,201608
2148,F,N,BL,BL,17,7,17,2014,6,13/05/2016,15/10/2016,0,SG,PSG,PGH,02/08/2016,PGH,1,2,1,1,1,0,155,5.081967213,3,2,XRY,5,2016,201605,10,2016,201610
2149,F,U,WH,WH,15,6,14,2015,3,13/05/2016,20/07/2016,0,RC,PRC, , ,PRC,0,1,0,1,0,0,68,2.229508197,2,3,XRF,5,2016,201605,7,2016,201607
2150,F,N,BL,BL,6,4,6,2016,1,13/05/2016,25/05/2016,1,FC,PFC, , ,PFC,0,1,0,1,0,0,12,0.393442623,1,4,XRF,5,2016,201605,5,2016,201605
2151,M,U,UK,OT,4,3,3,2016,1,13/05/2016,25/05/2016,1,FC,PFC, , ,PFC,0,1,0,1,0,0,12,0.393442623,1,4,XRF,5,2016,201605,5,2016,201605
2152,F,N,WH,WH,16,7,16,2016,1,16/05/2016,29/06/2016,1,SG,PSG,PUK,18/05/2016,PSG,1,3,2,1,0,1,44,1.442622951,2,2,XRF,5,2016,201605,6,2016,201606
2153,F,U,BL,BL,6,3,5,2016,1,16/05/2016,15/06/2016,1,FC,PFC, , ,PFC,0,1,0,1,0,0,30,0.983606557,2,4,XRF,5,2016,201605,6,2016,201606
2154,F,U,BL,BL,4,3,3,2016,1,16/05/2016,15/06/2016,1,FC,PFC, , ,PFC,0,1,0,1,0,0,30,0.983606557,2,4,XRF,5,2016,201605,6,2016,201606
2155,M,N,BL,BL,2,2,1,2016,1,16/05/2016,15/06/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,30,0.983606557,2,4,XRF,5,2016,201605,6,2016,201606
2156,F,N,UK,OT,15,6,15,2014,2,17/05/2016,29/10/2016,0,KC,PKC,PUK,27/09/2016,PUK,1,2,1,1,0,1,165,5.409836066,3,1,XRF,5,2016,201605,10,2016,201610
2157,F,N,BL,BL,8,4,7,2015,2,17/05/2016,01/01/2017,0,KC,PKC, , ,PKC,0,1,0,0,0,0,229,7.508196721,4,0,ZTC,5,2016,201605,1,2017,201701
2158,F,N,BL,BL,16,7,15,2016,1,18/05/2016,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,228,7.475409836,4,0,ZTC,5,2016,201605,1,2017,201701
2159,M,N,BL,BL,17,7,16,2016,1,18/05/2016,01/01/2017,1,FC,PFC, , ,PFC,0,1,0,0,0,0,228,7.475409836,4,0,ZTC,5,2016,201605,1,2017,201701
2160,F,N,WH,WH,8,4,7,2016,1,19/05/2016,11/08/2016,1,KC,PKC,PSF,07/07/2016,PSF,1,2,1,1,0,0,84,2.754098361,2,3,XRF,5,2016,201605,8,2016,201608
2161,M,N,WH,WH,4,3,3,2016,1,19/05/2016,11/08/2016,1,KC,PKC,PSF,07/07/2016,PSF,1,2,1,1,0,0,84,2.754098361,2,3,XRF,5,2016,201605,8,2016,201608
2162,M,U,WH,WH,11,5,10,2016,1,19/05/2016,01/01/2017,1,KC,PKC,PKC,28/06/2016,PKC,0,2,1,0,0,0,227,7.442622951,4,0,ZTC,5,2016,201605,1,2017,201701
2163,F,U,WH,WH,14,6,13,2016,1,19/05/2016,01/01/2017,1,KC,PKC,PKC,28/06/2016,PKC,0,2,1,0,0,0,227,7.442622951,4,0,ZTC,5,2016,201605,1,2017,201701
2164,F,U,OT,OT,0,1,0,2016,2,20/05/2016,01/01/2017,0,KC,PKC, , ,PKC,0,1,0,0,0,0,226,7.409836066,4,0,ZTC,5,2016,201605,1,2017,201701
2165,M,N,BL,BL,9,4,8,2016,1,21/05/2016,23/05/2016,1,SG,PSG, , ,PSG,0,1,0,1,0,0,2,0.065573771,1,4,XRF,5,2016,201605,5,2016,201605
2166,F,N,MU,OT,16,6,15,2015,2,24/05/2016,22/10/2016,0,SG,PSG,PFC,17/08/2016,PFC,1,2,1,1,0,0,151,4.950819672,3,2,XJP,5,2016,201605,10,2016,201610
2167,M,U,BL,BL,18,7,17,2015,3,24/05/2016,01/01/2017,0,KC,PKC, , ,PKC,0,1,0,0,0,0,222,7.278688525,4,0,ZTC,5,2016,201605,1,2017,201701
2168,F,N,WH,WH,3,2,2,2016,1,24/05/2016,01/01/2017,1,KC,PKC,PKC,28/07/2016,PKC,0,2,1,0,0,0,222,7.278688525,4,0,ZTC,5,2016,201605,1,2017,201701
2169,M,U,WH,WH,8,4,7,2016,1,24/05/2016,01/01/2017,1,KC,PKC,PKC,28/07/2016,PKC,0,2,1,0,0,0,222,7.278688525,4,0,ZTC,5,2016,201605,1,2017,201701
2170,M,N,AN,OT,0,1,0,2016,1,25/05/2016,01/01/2017,1,KC,PFC,PKC,18/07/2016,PKC,1,2,1,0,0,0,221,7.245901639,4,0,ZTC,5,2016,201605,1,2017,201701
2171,F,N,BL,BL,13,6,12,2016,1,26/05/2016,24/06/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,29,0.950819672,1,4,XRF,5,2016,201605,6,2016,201606
2172,F,N,BL,BL,5,3,4,2016,1,26/05/2016,24/06/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,29,0.950819672,1,4,XRF,5,2016,201605,6,2016,201606
2173,M,N,UK,OT,8,4,7,2016,1,26/05/2016,24/06/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,29,0.950819672,1,4,XRF,5,2016,201605,6,2016,201606
2174,F,N,BL,BL,1,1,0,2016,1,26/05/2016,24/06/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,29,0.950819672,1,4,XRF,5,2016,201605,6,2016,201606
2175,M,Y,BL,BL,17,7,16,2015,2,27/05/2016,16/09/2016,0,SG,PSG,PIL,09/08/2016,PIL,1,2,1,1,0,0,112,3.672131148,3,3,XRF,5,2016,201605,9,2016,201609
2176,F,U,OT,OT,2,2,1,2016,1,27/05/2016,28/06/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,32,1.049180328,2,4,XRF,5,2016,201605,6,2016,201606
2177,M,Y,WH,WH,18,7,17,2016,1,27/05/2016,01/01/2017,1,UK,PSF,PUK,02/06/2016,PUK,1,2,1,0,0,0,219,7.180327869,4,0,ZTC,5,2016,201605,1,2017,201701
2178,M,N,UK,OT,3,3,3,2016,1,28/05/2016,14/10/2016,1,KC,PSF,PKC,20/06/2016,PKC,1,2,1,1,0,0,139,4.557377049,3,2,XOT,5,2016,201605,10,2016,201610
2179,F,N,BL,BL,8,4,7,2016,1,30/05/2016,01/01/2017,1,FC,PFC,PFC,14/07/2016,PFC,0,2,1,0,0,0,216,7.081967213,4,0,ZTC,5,2016,201605,1,2017,201701
2180,F,N,BL,BL,6,3,5,2016,1,30/05/2016,01/01/2017,1,FC,PFC,PFC,14/07/2016,PFC,0,2,1,0,0,0,216,7.081967213,4,0,ZTC,5,2016,201605,1,2017,201701
2181,M,N,BL,BL,1,2,1,2016,1,30/05/2016,01/01/2017,1,FC,PFC,PFC,20/07/2016,PFC,0,2,1,0,0,0,216,7.081967213,4,0,ZTC,5,2016,201605,1,2017,201701
2182,M,N,WH,WH,1,2,1,2016,1,30/05/2016,01/01/2017,1,FC,PFC,PFC,12/10/2016,PFC,0,2,1,0,0,0,216,7.081967213,4,0,ZTC,5,2016,201605,1,2017,201701
2183,M,U,MU,OT,16,6,15,2015,2,31/05/2016,02/06/2016,0,SG,PSG, , ,PSG,0,1,0,1,1,1,2,0.065573771,1,3,XRY,5,2016,201605,6,2016,201606
2184,F,N,WH,WH,9,5,9,2016,1,31/05/2016,17/10/2016,1,FC,PSG,PFC,03/06/2016,PFC,1,2,1,1,0,0,139,4.557377049,3,2,XRF,5,2016,201605,10,2016,201610
2185,M,N,WH,WH,1,1,0,2016,1,31/05/2016,01/01/2017,1,KC,PKC,PKC,16/06/2016,PKC,0,2,1,0,0,0,215,7.049180328,4,0,ZTC,5,2016,201605,1,2017,201701
2186,F,N,OT,OT,0,1,0,2016,1,31/05/2016,28/06/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,28,0.918032787,1,4,XRF,5,2016,201605,6,2016,201606
2187,F,N,OT,OT,18,7,17,2014,3,01/06/2016,01/01/2017,0,KC,PSG,PRC,08/06/2016,PKC,1,3,2,0,0,0,214,7.016393443,4,0,ZTC,6,2016,201606,1,2017,201701
2188,F,N,WH,WH,3,3,3,2016,1,01/06/2016,01/01/2017,1,KC,PKC,PKC,30/06/2016,PKC,0,2,1,0,0,0,214,7.016393443,4,0,ZTC,6,2016,201606,1,2017,201701
2189,M,N,WH,WH,16,7,15,2016,1,01/06/2016,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,214,7.016393443,4,0,ZTC,6,2016,201606,1,2017,201701
2190,M,N,WH,WH,1,2,1,2016,1,01/06/2016,17/10/2016,1,FC,PSF,PFC,03/06/2016,PFC,1,2,1,1,0,0,138,4.524590164,3,2,XRF,6,2016,201606,10,2016,201610
2191,F,N,BL,BL,17,6,17,2014,3,01/06/2016,22/11/2016,0,RC,PRC,PGH,08/11/2016,PGH,1,2,1,1,0,0,174,5.704918033,3,2,XRF,6,2016,201606,11,2016,201611
2192,F,N,BL,BL,1,1,0,2016,1,01/06/2016,01/01/2017,1,KC,PKC,PKC,31/08/2016,PKC,0,2,1,0,0,0,214,7.016393443,4,0,ZTC,6,2016,201606,1,2017,201701
2193,M,N,BL,BL,20, ,20,2016,1,02/06/2016,20/10/2016,1,AL,PAL, , ,PAL,0,1,0,1,0,0,140,4.590163934,3,2,XJP,6,2016,201606,10,2016,201610
2194,M,N,BL,BL,0,1,0,2016,1,02/06/2016,01/01/2017,1,AL,PAL,PAL,03/06/2016,PAL,0,1,0,0,0,0,213,6.983606557,4,0,ZTC,6,2016,201606,1,2017,201701
2195,M,N,WH,WH,1,2,1,2016,1,02/06/2016,01/01/2017,1,FC,PFC, , ,PFC,0,1,0,0,0,0,213,6.983606557,4,0,ZTC,6,2016,201606,1,2017,201701
2196,F,N,BL,BL,18,7,17,2016,1,03/06/2016,01/01/2017,1,IL,PIL, , ,PIL,0,1,0,0,0,0,212,6.950819672,4,0,ZTC,6,2016,201606,1,2017,201701
2197,F,N,BL,BL,7,4,6,2016,1,05/06/2016,10/08/2016,1,FC,PFC, , ,PFC,0,1,0,1,0,0,66,2.163934426,2,3,XRF,6,2016,201606,8,2016,201608
2198,F,N,WH,WH,6,3,5,2014,2,05/06/2016,01/01/2017,0,KC,PSF,PKC,21/06/2016,PKC,1,2,1,0,0,0,210,6.885245902,4,0,ZTC,6,2016,201606,1,2017,201701
2199,F,N,BL,BL,4,3,3,2016,1,05/06/2016,10/08/2016,1,FC,PFC, , ,PFC,0,1,0,1,0,0,66,2.163934426,2,3,XRF,6,2016,201606,8,2016,201608
2200,M,U,UK,OT,18, ,18,2016,1,06/06/2016,27/07/2016,1,AL,PAL, , ,PAL,0,1,0,1,1,0,51,1.672131148,2,3,XRY,6,2016,201606,7,2016,201607
2201,F,N,BL,BL,1,1,0,2016,1,06/06/2016,01/01/2017,1,KC,PKC,PKC,13/07/2016,PKC,0,2,1,0,0,0,209,6.852459016,4,0,ZTC,6,2016,201606,1,2017,201701
2202,M,N,WH,WH,16,7,15,2016,1,07/06/2016,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,208,6.819672131,4,0,ZTC,6,2016,201606,1,2017,201701
2203,M,N,BL,BL,15,6,15,2016,2,07/06/2016,01/01/2017,0,UK,PUK,PUK,20/10/2016,PUK,0,2,1,0,0,0,208,6.819672131,4,0,ZTC,6,2016,201606,1,2017,201701
2204,M,N,UK,OT,14,6,13,2016,2,07/06/2016,01/01/2017,0,UK,PUK,PUK,20/10/2016,PUK,0,2,1,0,0,0,208,6.819672131,4,0,ZTC,6,2016,201606,1,2017,201701
2205,F,N,WH,WH,6,4,6,2016,1,07/06/2016,08/06/2016,1,SF,PSF, , ,PSF,0,1,0,1,0,0,1,0.032786885,1,4,XRF,6,2016,201606,6,2016,201606
2206,M,N,BL,BL,1,2,1,2016,1,07/06/2016,25/07/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,48,1.573770492,2,3,XRF,6,2016,201606,7,2016,201607
2207,F,N,WH,WH,15,7,15,2016,1,08/06/2016,01/07/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,23,0.754098361,1,4,XRF,6,2016,201606,7,2016,201607
2208,F,N,BL,BL,18,7,17,2016,1,08/06/2016,10/06/2016,1,SG,PSG, , ,PSG,0,1,0,1,0,0,2,0.065573771,1,4,XRF,6,2016,201606,6,2016,201606
2209,F,N,BL,BL,0,1,0,2016,1,09/06/2016,01/01/2017,1,FC,PFC,PFC,18/08/2016,PFC,0,2,1,0,0,0,206,6.754098361,4,0,ZTC,6,2016,201606,1,2017,201701
2210,M,U,MU,OT,15,7,15,2016,1,10/06/2016,20/07/2016,1,GH,PSG,PGH,21/06/2016,PGH,1,2,1,1,0,1,40,1.31147541,2,1,XJP,6,2016,201606,7,2016,201607
2211,M,U,MU,OT,14,6,14,2016,1,10/06/2016,01/01/2017,1,GH,PSG,PGH,21/06/2016,PGH,1,2,1,0,0,0,205,6.721311475,4,0,ZTC,6,2016,201606,1,2017,201701
2212,F,U,MU,OT,16,7,16,2016,1,10/06/2016,01/01/2017,1,RC,PSG,PRC,17/06/2016,PRC,1,2,1,0,0,0,205,6.721311475,4,0,ZTC,6,2016,201606,1,2017,201701
2213,F,N,MU,OT,9,4,8,2016,1,12/06/2016,01/08/2016,1,KC,PSF,PKC,13/06/2016,PKC,1,2,1,1,0,0,50,1.639344262,2,3,XRF,6,2016,201606,8,2016,201608
2214,F,N,MU,OT,7,4,7,2016,1,12/06/2016,01/08/2016,1,KC,PSF,PKC,13/06/2016,PKC,1,2,1,1,0,0,50,1.639344262,2,3,XRF,6,2016,201606,8,2016,201608
2215,F,N,MU,OT,8,4,8,2016,1,12/06/2016,01/08/2016,1,KC,PSF,PKC,13/06/2016,PKC,1,2,1,1,0,0,50,1.639344262,2,3,XRF,6,2016,201606,8,2016,201608
2216,M,Y,WH,WH,14,6,13,2016,1,12/06/2016,01/08/2016,1,KC,PSG,PKC,13/06/2016,PKC,1,2,1,1,0,0,50,1.639344262,2,3,XRF,6,2016,201606,8,2016,201608
2217,F,Y,WH,WH,13,6,12,2016,1,12/06/2016,01/08/2016,1,KC,PSG,PKC,14/06/2016,PKC,1,2,1,1,0,0,50,1.639344262,2,3,XRF,6,2016,201606,8,2016,201608
2218,F,N,WH,WH,12,5,11,2016,1,12/06/2016,01/08/2016,1,KC,PSF,PKC,13/06/2016,PKC,1,2,1,1,0,0,50,1.639344262,2,3,XRF,6,2016,201606,8,2016,201608
2219,M,U,BL,BL,15,7,15,2016,1,13/06/2016,21/11/2016,1,AL,PAL, , ,PAL,0,1,0,1,0,0,161,5.278688525,3,2,XRF,6,2016,201606,11,2016,201611
2220,F,N,BL,BL,5,3,4,2016,1,13/06/2016,01/01/2017,1,KC,PSF,PKC,20/06/2016,PKC,1,2,1,0,0,0,202,6.62295082,4,0,ZTC,6,2016,201606,1,2017,201701
2221,M,N,BL,BL,2,2,1,2016,1,13/06/2016,13/07/2016,1,SF,PSF, , ,PSF,0,1,0,1,0,0,30,0.983606557,2,3,XRF,6,2016,201606,7,2016,201607
2222,F,N,WH,WH,8,4,8,2016,1,14/06/2016,22/06/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,8,0.262295082,1,4,XRF,6,2016,201606,6,2016,201606
2223,M,N,WH,WH,5,3,4,2016,2,14/06/2016,17/06/2016,0,SF,PSF, , ,PSF,0,1,0,1,0,0,3,0.098360656,1,4,XRF,6,2016,201606,6,2016,201606
2224,M,N,WH,WH,6,3,5,2016,1,14/06/2016,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,201,6.590163934,4,0,ZTC,6,2016,201606,1,2017,201701
2225,F,N,WH,WH,3,2,2,2016,1,14/06/2016,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,201,6.590163934,4,0,ZTC,6,2016,201606,1,2017,201701
2226,M,N,WH,WH,1,1,1,2016,2,14/06/2016,17/06/2016,0,SF,PSF, , ,PSF,0,1,0,1,0,0,3,0.098360656,1,4,XRF,6,2016,201606,6,2016,201606
2227,M,N,OT,OT,18,7,17,2015,2,15/06/2016,17/06/2016,0,SG,PSG, , ,PSG,0,1,0,1,0,1,2,0.065573771,1,2,XRF,6,2016,201606,6,2016,201606
2228,M,N,MU,OT,5,3,5,2016,1,15/06/2016,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,200,6.557377049,4,0,ZTC,6,2016,201606,1,2017,201701
2229,M,Y,BL,BL,5,3,4,2016,1,15/06/2016,07/09/2016,1,SF,PSF, , ,PSF,0,1,0,1,0,0,84,2.754098361,2,3,XRF,6,2016,201606,9,2016,201609
2230,M,N,WH,WH,13,6,12,2016,1,16/06/2016,11/07/2016,1,KC,PSG,PKC,21/06/2016,PKC,1,2,1,1,0,0,25,0.819672131,1,3,XRF,6,2016,201606,7,2016,201607
2231,M,N,BL,BL,16,7,16,2016,1,16/06/2016,01/01/2017,1,UK,PSG,PKC,02/08/2016,PUK,1,3,2,0,0,0,199,6.524590164,4,0,ZTC,6,2016,201606,1,2017,201701
2232,M,N,WH,WH,11,5,11,2016,1,16/06/2016,20/07/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,34,1.114754098,2,3,XRF,6,2016,201606,7,2016,201607
2233,M,N,BL,BL,1,1,0,2016,2,16/06/2016,13/07/2016,0,KC,PKC, , ,PKC,0,1,0,1,0,1,27,0.885245902,1,1,XRF,6,2016,201606,7,2016,201607
2234,M,N,WH,WH,15,6,14,2016,1,16/06/2016,20/07/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,34,1.114754098,2,3,XRF,6,2016,201606,7,2016,201607
2235,F,N,WH,WH,6,3,5,2016,1,16/06/2016,20/07/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,34,1.114754098,2,3,XRF,6,2016,201606,7,2016,201607
2236,M,N,WH,WH,14,6,14,2016,1,16/06/2016,07/11/2016,1,SG,PSF,PSG,17/08/2016,PSG,1,2,1,1,0,0,144,4.721311475,3,2,XRF,6,2016,201606,11,2016,201611
2237,F,U,BL,BL,5,3,4,2016,1,17/06/2016,27/07/2016,1,KC,PKC, , ,PKC,0,1,0,1,0,0,40,1.31147541,2,3,XRL,6,2016,201606,7,2016,201607
2238,M,U,WH,WH,18,7,17,2016,1,17/06/2016,01/01/2017,1,IL,PIL, , ,PIL,0,1,0,0,0,0,198,6.491803279,4,0,ZTC,6,2016,201606,1,2017,201701
2239,M,N,MU,OT,6,4,6,2016,1,17/06/2016,01/01/2017,1,KC,PKC, , ,PKC,0,1,0,0,0,0,198,6.491803279,4,0,ZTC,6,2016,201606,1,2017,201701
2240,M,N,MU,OT,0,1,0,2016,1,17/06/2016,01/01/2017,1,FC,PFC, , ,PFC,0,1,0,0,0,0,198,6.491803279,4,0,ZTC,6,2016,201606,1,2017,201701
2241,F,N,BL,BL,16,7,15,2016,1,20/06/2016,13/07/2016,1,UK,PUK, , ,PUK,0,1,0,1,0,1,23,0.754098361,1,1,XRF,6,2016,201606,7,2016,201607
2242,F,N,BL,BL,11,5,10,2016,1,20/06/2016,13/07/2016,1,FC,PFC, , ,PFC,0,1,0,1,0,1,23,0.754098361,1,1,XRF,6,2016,201606,7,2016,201607
